Date (Months),Monthly Rainfall Total (mm),Mean Wind Speed (km/h),Max Wind Speed (km/h),MeanTemperature (°C),MaximumTemperature (°C),MinimumTemperature (°C)
2012-11,208.2,5.886666667,28.75333333,27.12,31.39333333,24.72333333
2012-12,363.4,6.409677419,28.9483871,26.69354839,30.60645161,24.38387097
2013-01,262,9.958064516,32.60645161,27.04516129,30.81612903,24.55483871
2013-02,395.2,7.757142857,29.62857143,26.53214286,30.125,24.30357143
2013-03,85.8,9.351612903,31.86451613,28.29032258,32.4,25.64193548
2013-04,159.4,6.373333333,33.29,28.21,32.11666667,25.34666667
2013-05,211.4,6.438709677,30.47741935,28.2,31.82903226,25.62258065
2013-06,111.4,6.273333333,30.54,28.97333333,32.63333333,25.86666667
2013-07,174.6,7.058064516,30.91290323,27.77096774,31.08387097,25.23225806
2013-08,165.6,9.238709677,33.98064516,27.89032258,30.97096774,25.08709677
2013-09,257,7.4,33.21666667,27.54,30.64,24.79
2013-10,285.4,7.032258065,32.56451613,27.71290323,31.44516129,24.60645161
2013-11,292.4,6.166666667,28.88,27.14666667,31.32666667,24.47666667
2013-12,348.2,8.377419355,30.78709677,26.47741935,30.16451613,24.13225806
2014-01,75.4,11.23870968,34.54193548,26.20322581,29.56451613,24.03548387
2014-02,0.2,13.73214286,36.08214286,27.225,31.91785714,24.49285714
2014-03,66,11.50645161,35.3516129,27.93225806,32.79354839,25.06774194
2014-04,110,7.163333333,31.54666667,28.23,32.43666667,25.51666667
2014-05,125.8,6.929032258,31.2483871,28.56451613,32.13225806,25.81935484
2014-06,71.4,7.916666667,33.56,29.03666667,32.05666667,26.28333333
2014-07,148.6,8.85483871,35.79354839,28.70322581,31.56129032,25.78709677
2014-08,241,8.470967742,34.85806452,27.65806452,30.42903226,25.17419355
2014-09,83.6,10.03,37.14,28.50333333,31.84333333,25.69
2014-10,120,8.303225806,30.72903226,28.39354839,32.14516129,25.72580645
2014-11,250.8,6.423333333,30.64333333,27.49666667,31.61666667,24.83666667
2014-12,245.6,7.290322581,30.02580645,27.05806452,30.64193548,24.74193548
2015-01,79.6,11.1516129,33.15483871,26.86129032,30.67741935,24.63225806
2015-02,18.8,12.83571429,35.59285714,26.975,31.25714286,24.40357143
2015-03,84.4,10.91612903,34.08387097,28.15483871,32.48387097,25.50645161
2015-04,73.2,8.206666667,30.97333333,28.6,33.16666667,25.91666667
2015-05,89,8.722580645,34.44193548,28.73548387,32.15483871,26.4
2015-06,95.8,9.856666667,32.48,28.99333333,32.02666667,26.58333333
2015-07,116.8,12.03870968,37.9483871,29.05483871,31.87419355,26.67419355
2015-08,185.8,11.77419355,35.48387097,28.4,31.23225806,26.03225806
2015-09,61.6,10.56666667,31.59,28.68,31.73333333,26.47
2015-10,87.2,9.287096774,32.64516129,28.67419355,32.19677419,26.08387097
2015-11,72.6,6.536666667,28.3,27.96333333,32.07666667,25.54
2015-12,302,8.025806452,32.46129032,27.72258065,31.51612903,25.02580645
2016-01,127,10.19677419,34.0516129,28.29032258,31.75483871,26.02903226
2016-02,186,11.70689655,36.16206897,27.83448276,31.1137931,25.6137931
2016-03,6.2,11.69354839,33.66774194,28.98387097,33.09032258,26.57096774
2016-04,89.8,8.453333333,32.17,29.44,33.38666667,26.66
2016-05,193.8,7.538709677,34.03870968,29.28709677,32.95806452,26.51612903
2016-06,163.2,7.036666667,31.65666667,28.51,31.56,26.09333333
2016-07,168.6,8.077419355,32.51290323,28.40645161,31.68387097,25.81935484
2016-08,139.2,8.387096774,33.98064516,28.89677419,31.83870968,26.16451613
2016-09,118.9,6.915,33.85,28.28666667,32.03,25.15
2016-10,181,6.532258065,32.29032258,28.33548387,32.06129032,25.23225806
2016-11,290.2,6.063333333,29.50333333,27.43333333,30.68,24.92666667
2016-12,292.6,7.164516129,30.76129032,27.40645161,31.56774194,24.73548387
2017-01,197.8,7.893548387,30.62258065,26.94193548,30.71935484,24.67419355
2017-02,159.2,10.44285714,34.38571429,26.92142857,30.71785714,24.74642857
2017-03,136.6,8.880645161,30.86774194,27.36451613,31.10967742,24.89032258
2017-04,210.4,6.356666667,28.68333333,27.78666667,31.76666667,24.99333333
2017-05,191.4,8.3,32.54193548,28.47096774,31.38709677,25.94193548
2017-06,106,8.6,30.09666667,28.48,31.56333333,25.9
2017-07,80,10.2483871,34.2483871,28.29677419,31.02258065,25.95806452
2017-08,84.2,10.78709677,35.28387097,28.11935484,31.03870968,25.92903226
2017-09,125.2,8.49,34.99666667,27.96333333,31.22666667,25.41333333
2017-10,121.6,6.44516129,30.05806452,27.88064516,31.55806452,25.24193548
2017-11,271,6.393333333,31.17,27.07,30.84666667,24.59
2017-12,371.2,8.216129032,30.12580645,26.99032258,30.80967742,24.64193548
2018-01,287,7.603225806,29.55483871,26.11290323,29.80645161,23.98064516
2018-02,14.8,12.325,35.225,27.16071429,31.23571429,24.79642857
2018-03,44.6,9.980645161,32.85483871,27.97096774,32.40967742,25.40322581
2018-04,61.2,8.823333333,31.79,28.49666667,33.24333333,25.81333333
2018-05,132.2,7.832258065,30.99677419,28.6483871,32.42580645,26.16451613
2018-06,182.6,8.123333333,32.22333333,28.41333333,31.33333333,25.58666667
2018-07,143.2,10.70967742,34.03225806,28.48709677,31.3483871,25.97741935
2018-08,121.6,11.23870968,34.86451613,28.51935484,31.66129032,26.13225806
2018-09,144.4,8.796666667,33.14666667,27.97,31.19666667,25.27333333
2018-10,234.4,7.387096774,32.20645161,27.90322581,31.89677419,25.21935484
2018-11,169.6,5.883333333,29.08333333,27.29333333,31.03666667,24.57
2018-12,172.6,6.790322581,29.60645161,27.58709677,31.57741935,25.27741935
2019-01,63.6,11.18064516,34.33548387,27.97419355,31.70645161,25.56129032
2019-02,31.6,12.27142857,35.25,28.21785714,32.76785714,25.44285714
2019-03,72.2,10.38064516,32.09032258,28.70322581,33.53225806,25.58709677
2019-04,174.8,7.66,31.14,28.64666667,32.68333333,25.86333333
2019-05,69,7.606451613,32.80645161,29.26129032,32.71290323,26.50967742
2019-06,173.8,8.93,32.67666667,28.42,31.31666667,26.07
2019-07,12.2,12.64193548,35.36774194,29.02580645,32.09032258,26.88709677
2019-08,11.8,14.98064516,37.45483871,29.12258065,32.65483871,27.11935484
2019-09,22.8,13.37666667,35.68,29.03666667,33.04666667,26.59
2019-10,176.8,7.751612903,34.22580645,28.13870968,32.68064516,25.31290323
2019-11,137.4,7.106666667,30.38333333,28.01333333,32.35,25.42666667
2019-12,421.5,9.680645161,31.91290323,26.74516129,30.08709677,24.61290323
2020-01,88.4,11.82903226,35.71290323,27.73225806,31.67096774,25.24516129
2020-02,65,12.86896552,36.11724138,27.85862069,31.70689655,25.33448276
2020-03,108.8,10.66451613,32.46774194,28.61612903,32.87096774,25.92903226
2020-04,188,8.43,31.77,28.85,33.04,26.03666667
2020-05,255.6,7.403225806,30.88064516,28.91290323,32.21935484,26.08064516
2020-06,233.8,8.146666667,32.89333333,28.11666667,30.99333333,25.54
2020-07,140.8,8.612903226,33.08709677,27.9516129,30.98064516,25.5483871
2020-08,103.4,9.290322581,34.37580645,28.28064516,31.40967742,25.87096774
2020-09,150.2,7.946666667,35.79333333,27.53333333,31,24.93
2020-10,78.8,7.296774194,30.70322581,28.29354839,31.62258065,25.60645161
2020-11,220.6,6.79,27.72,27.24666667,31.02333333,24.98333333
2020-12,253.2,9.370967742,30.73548387,27.17419355,31.54516129,24.52258065
2021-01,692.8,10.17741935,33.35806452,25.98064516,29.14516129,23.84193548
2021-02,1,13.23214286,35.50714286,27.27142857,31.64642857,24.80357143
2021-03,182.4,9.883870968,33.32903226,27.92258065,32.78387097,25.01290323
2021-04,290.4,6.836666667,30.12333333,28.24333333,32.42333333,25.26333333
2021-05,245.8,7.109677419,30.16129032,28.70322581,32.14193548,25.97419355
2021-06,93.4,7.003333333,33.01666667,28.53333333,32.13666667,25.59666667
2021-07,195.8,8.883870968,35.41935484,28.61935484,31.77419355,26.18709677
2021-08,293.6,7.761290323,35.77419355,27.58709677,30.95483871,24.78709677
2021-09,205.4,8.32,34.13666667,28.3,31.70333333,25.56666667
2021-10,177,7.4,31.95806452,28.47419355,32.18709677,25.8
2021-11,312.4,5.686666667,29.68333333,27.59,31.80666667,24.79
2021-12,119.6,8.470967742,32.31612903,27.67741935,31.40967742,25.44516129
2022-01,99.8,10.06451613,32.43225806,27.4483871,31.6,24.92258065
2022-02,175,9.25,31.14642857,27.28928571,31.24285714,24.77857143
2022-03,163.2,7.906451613,31.23548387,28.09032258,32.69354839,25.11612903
2022-04,239.6,6.136666667,30.30333333,28.1,32.1,25.07
2022-05,102,7.74516129,31.52903226,29.16129032,32.9,26.22580645
2022-06,211.8,6.223333333,30.60333333,27.92333333,31.13333333,25.27
2022-07,145.2,8.709677419,33.21290323,28.60645161,31.68709677,25.77419355
2022-08,141.4,8.616129032,32.8483871,28.13548387,31.21290323,25.78387097
2022-09,121,7.36,32.92666667,27.93,31.05,25.39333333
2022-10,279.6,6.251612903,28.67741935,27.54516129,31.46774194,24.64516129
2022-11,313.8,6.95,33.02666667,27.36666667,31.42333333,24.39
2022-12,215.4,8.758064516,31.17419355,26.7483871,30.33870968,24.53225806
2023-01,302.6,9.122580645,34.76451613,26.53548387,30.09032258,24.45806452
2023-02,324.4,11.72857143,37.35714286,26.94642857,30.98214286,24.5
2023-03,243.4,11.68709677,36.72580645,27.07096774,30.93870968,24.64516129
2023-04,222.8,7.443333333,32.84,28.54333333,32.62,25.78666667
2023-05,112.8,8.787096774,33.32258065,29.45483871,32.94516129,26.70967742
2023-06,228.4,9.7,35.61666667,29.01666667,32.14333333,26.10666667
